STATUTORY INDEX

INTRODUCTION

This index specifies the offense guideline section(s) in Chapter Two (Offense Conduct) appli-
cable to the statute of conviction. If more than one guideline section is referenced for the particular
statute, use the guideline most appropriate for the offense conduct charged in the count of which the
defendant was convicted. For the rules governing the determination of the offense guideline section(s)
from Chapter Two, and for any exceptions to those rules, see §1B1.2 (Applicable Guidelines).

Historical  Note

Effective November 1, 1987. Amended effective November 1, 1989 (amendments 296 and 297); November 1, 1993
(amendment 496); November 1, 2000 (amendment 591); November 1, 2014 (amendment 781).
INDEX

Title Statue Guidelines 
18 2319B 2B5.3
18 2320 2B5.3
18 2321 2B6.1
18 2322 2B6.1
18 2332(a) 2A1.1,2A1.2,2A1.3,2A1.4
18 2332(b)(1) 2A2.1
18 2332(b)(2) 2A1.5
18 2332(c) 2A2.2
18 2332a 2A6.1,2K1.4,2M6.1
18 2332b(a)(1) 2A1.1,2A1.2,2A1.3,2A1.4,2A2.1,2A2.2,2A4.1,2B1.1
18 2332b(a)(2) 2A6.1
18 2332d 2M5.1
18 2332f 2K1.4,2M6.1
18 2332g 2K2.1
18 2332h 2M6.1
18 2332i 2A6.1,2K1.4,2M2.1,2M2.3,2M6.1
18 2339 2M5.3,2X2.1,2X3.1
18 2339A 2X2.1,2X3.1
18 2339B 2M5.3
18 2339C(a)(1)(A) 2X2.1
18 2339C(a)(1)(B) 2M5.3
18 2339C(c)(2)(A) 2X3.1
18 2339C(c)(2)(B) 2M5.3,2X3.1
18 2340A 2A1.1,2A1.2,2A2.1,2A2.2,2A4.1
18 2342(a) 2E4.1
18 2344(a) 2E4.1
18 2381 2M1.1
18 2421 2G1.1,2G1.3
18 2422 2G1.1,2G1.3
18 2423(a)–(d) 2G1.3
18 2425 2G1.3
18 2441 2X5.1
18 2442 2H4.1
18 2511 2B5.3,2H3.1
18 2512 2H3.2
18 2701 2B1.1
18 3056(d) 2A2.4
18 3146(b)(1)(A) 2J1.6
18 3146(b)(1)(B) 2J1.5
19 283 2T3.1
19 1304 2T3.1
19 1433 2T3.1
19 1434 2B1.1,2T3.1
19 1435 2B1.1,2T3.1
19 1436 2B1.1,2T3.1
19 1464 2T3.1
19 1465 2T3.1
19 1586(e) 2T3.1
19 1590(d)(1) 2T3.1
19 1590(d)(2) 2D1.1
19 1707 2T3.1
19 1708(b) 2T3.1
19 1919 2B1.1
19 2316 2B1.1
19 2401f 2B1.1
19 3907 2T3.1
20 1097(a) 2B1.1
20 1097(b) 2B1.1
20 1097(c) 2B4.1
20 1097(d) 2B1.1
21 101 2N2.1
21 102 2N2.1
21 103 2N2.1
21 104 2N2.1
21 105 2N2.1
21 111 2N2.1
21 115 2N2.1
21 117 2N2.1
21 120 2N2.1
21 121 2N2.1
21 122 2N2.1
21 124 2N2.1
21 126 2N2.1
21 134a–e 2N2.1
21 135a 2N2.1
21 141 2N2.1
21 143 2N2.1
21 144 2N2.1
21 145 2N2.1
21 151 2N2.1
21 152 2N2.1
21 153 2N2.1
21 154 2N2.1
21 155 2N2.1
21 156 2N2.1
21 157 2N2.1
21 158 2N2.1
21 331 2N2.1
21 333(a)(1) 2N2.1
21 333(a)(2) 2B1.1,2N2.1
21 333(b)(1)–(6) 2N2.1
21 333(b)(7) 2N1.1
21 458 2N2.1
21 459 2N2.1
21 460 2N2.1
21 461 2N2.1
21 463 2N2.1
21 466 2N2.1
21 610 2N2.1
21 611 2N2.1
21 614 2N2.1
21 617 2N2.1
21 619 2N2.1
21 620 2N2.1
21 622 2C1.1
21 642 2N2.1
21 643 2N2.1
21 644 2N2.1
21 675 2A1.1,2A1.2,2A1.3,2A1.4,2A2.1,2A2.2,2A2.3
21 676 2N2.1
21 841(a) 2D1.1
21 841(b)(1)–(3) 2D1.1
21 841(b)(4) 2D2.1
21 841(b)(7) 2D1.1
21 841(c)(1),(2) 2D1.11
21 841(c)(3) 2D1.13
21 841(d) 2D1.9
21 841(f)(1) 2D1.11,2D1.13
21 841(g) 2D1.1
21 841(h) 2D1.1
21 842(a)(1) 2D3.1
21 842(a)(2),(9),(10) 2D3.2
21 842(b) 2D3.2
21 843(a)(1),(2) 2D3.1
21 843(a)(3) 2D2.2
21 843(a)(4)(A) 2D1.13
21 843(a)(4)(B) 2D1.13
21 843(a)(6),(7) 2D1.12
21 843(a)(8) 2D1.13
21 843(a)(9) 2D3.1
21 843(b) 2D1.6
21 843(c) 2D3.1
21 844(a) 2D2.1
21 845 2D1.2
21 845a 2D1.2
21 845b 2D1.2
21 846 2D1.1,2D1.2,2D1.5,2D1.6,2D1.7,2D1.8,2D1.9,2D1.10,2D1.11,2D1.12,2D1.13,2D2.1,2D2.2,2D3.1,2D3.2
21 848(a) 2D1.5
21 848(b) 2D1.5
21 848(e) 2A1.1
21 849 2D1.2
21 854 2S1.1
21 856 2D1.8
21 857 2D1.7
21 858 2D1.10
21 859 2D1.2
21 860 2D1.2
21 860a 2D1.1
21 861 2D1.2
21 863 2D1.7
21 864 2D1.12
21 865 2D1.1,2D1.11
21 952 2D1.1
21 953 2D1.1
21 954 2D3.2
21 955 2D1.1
21 955a(a)–(d) 2D1.1
21 959 2D1.1,2D1.11
21 960(a),(b) 2D1.1
21 960(d)(1),(2) 2D1.11
21 960(d)(3),(4) 2D1.11
21 960(d)(5) 2D1.13
21 960(d)(6) 2D3.1
21 960(d)(7) 2D1.11
21 960a 2D1.14
21 961 2D3.2
21 963 2D1.1,2D1.2,2D1.5,2D1.6,2D1.7,2D1.8,2D1.9,2D1.10,2D1.11,2D1.12,2D1.13,2D2.1,2D2.2,2D3.1,2D3.2
22 1980(g) 2B1.1
22 2197(n) 2B1.1
22 2778 2M5.2
22 2780 2M5.2
22 4217 2B1.1
22 4221 2B1.1
22 8512 2M5.1,2M5.2,2M5.3
25 450d 2B1.1
26 5148(1) 2T2.1
26 5214(a)(1) 2T2.1
26 5273(b)(2) 2T2.1
26 5273(c) 2T2.1
26 5291(a) 2T2.1,2T2.2
26 5601(a) 2T2.1,2T2.2
26 5602 2T2.1
26 5603 2T2.1,2T2.2
26 5604(a) 2T2.1,2T2.2
26 5605 2T2.1,2T2.2
26 5607 2T2.1
26 5608 2T2.1
26 5661 2T2.1,2T2.2
26 5662 2T2.2
26 5671 2T2.1,2T2.2
26 5684 2T2.1
26 5685 2K1.3,2K2.1
26 5691(a) 2T2.1
26 5751(a)(1),(2) 2T2.1
26 5752 2T2.2
26 5762(a)(1),(2),(4),(5),(6) 2T2.2
26 5762(a)(3) 2T2.1
26 5861(a)–(l) 2K2.1
26 5871 2K2.1
26 7201 2T1.1
26 7202 2T1.6
26 7203 2S1.3,2T1.1
26 7204 2T1.8
26 7205 2T1.8
26 7206(1),(3),(4),(5) 2S1.3,2T1.1
26 7206(2) 2S1.3,2T1.4
26 7207 2T1.1
26 7208 2B1.1
26 7210 2J1.1,2J1.5
26 7211 2T1.1
26 7212(a) 2A2.4
26 7212(a) (omnibus clause) 2J1.2,2T1.1
26 7212(b) 2B1.1,2B2.1,2B3.1
26 7213(a)(1) 2H3.1
26 7213(a)(2) 2H3.1
26 7213(a)(3) 2H3.1
26 7213(a)(5) 2H3.1
26 7213(d) 2H3.1
26 7213A 2H3.1
26 7214 2B1.1,2C1.1,2C1.2
26 7215 2T1.7
26 7216 2H3.1
26 7232 2B1.1
26 7512(b) 2T1.7
26 9012(e) 2B4.1
26 9042(d) 2B4.1
28 1826(c) 2P1.1
28 2902(e) 2P1.1
29 186 2E5.1
29 431 2E5.3
29 432 2E5.3
29 433 2E5.3
29 439 2E5.3
29 461 2E5.3
29 501(c) 2B1.1
29 530 2B3.2
29 1131(a) 2E5.3
29 1141 2B1.1,2B3.2
29 1149 2B1.1
29 1851 2H4.2
30 1461(a)(3),(4),(5),(7) 2A2.4
30 1463 2A2.4
31 5311 note (section 329 of the USA PATRIOT Act of 2001) 2C1.1
31 5313 2S1.3
31 5314 2S1.3
31 5316 2S1.3
31 5318 2S1.3
31 5318A(b) 2S1.3
31 5322 2S1.3
31 5324 2S1.3
31 5326 2S1.3,2T2.2
31 5331 2S1.3
31 5332 2S1.3
31 5363 2E3.1
33 403 2Q1.3
33 406 2Q1.3
33 407 2Q1.3
33 411 2Q1.3
33 1227(b) 2J1.1,2J1.5
33 1232(b)(2) 2A2.4
33 1319(c)(1),(2),(4) 2Q1.2,2Q1.3
33 1319(c)(3) 2Q1.1
33 1321 2Q1.2,2Q1.3
33 1342 2Q1.2,2Q1.3
33 1415(b) 2Q1.2,2Q1.3
33 1517 2Q1.2,2Q1.3
33 1907 2Q1.3
33 1908 2Q1.3
33 3851 2Q1.2
38 787 2B1.1
38 2413 2B2.3
38 3501(a) 2B1.1
38 3502 2B1.1
40 5104(e)(1) 2K2.5
40 14309(a),(b) 2C1.3
41 2102 2B1.1,2C1.1
41 2105 2B1.1,2C1.1
41 8702 2B4.1
41 8707 2B4.1
42 261(a) 2D1.1
42 262 2N2.1
42 300h-2 2Q1.2
42 300i-1 2Q1.4
42 408 2B1.1
42 1011 2B1.1
42 1307(a) 2B1.1
42 1307(b) 2B1.1
42 1320a-7b 2B1.1,2B4.1
42 1320a-8b 2X5.1,2X5.2
42 1383(d)(2) 2B1.1
42 1383a(a) 2B1.1
42 1383a(b) 2B1.1
42 1395nn(a) 2B1.1
42 1395nn(b)(1) 2B4.1
42 1395nn(b)(2) 2B4.1
42 1395nn(c) 2B1.1
42 1396h(a) 2B1.1
42 1396h(b)(1) 2B4.1
42 1396h(b)(2) 2B4.1
42 1396w–2 2H3.1
42 1713 2B1.1
42 1760(g) 2B1.1
42 1761(o)(1) 2B1.1
42 1761(o)(2) 2B1.1
42 2000e-13 2A1.1,2A1.2,2A1.3,2A1.4,2A2.1,2A2.2,2A2.3
42 2077 2M6.1
42 2122 2M6.1
42 2131 2M6.1
42 2272 2M6.1
42 2273 2M6.2
42 2274(a),(b) 2M3.1
42 2275 2M3.1
42 2276 2M3.5
42 2278a(c) 2B2.3
42 2283(a) 2A1.1,2A1.2,2A1.3,2A1.4
42 2283(b) 2A2.2,2A2.3
42 2284(a) 2M2.1,2M2.3
42 3220(a) 2B1.1
42 3220(b) 2B1.1
42 3426 2B1.1
42 3611(f) 2J1.1,2J1.5
42 3631 2H1.1
42 3791 2B1.1
42 3792 2B1.1
42 3795 2B1.1
42 5157(a) 2B1.1
42 5409 2N2.1
42 6928(d) 2Q1.2
42 6928(e) 2Q1.1
42 7270b 2B2.3
42 7413(c)(1)–(4) 2Q1.2,2Q1.3
42 7413(c)(5) 2Q1.1
42 9151(2),(3),(4),(5) 2A2.4
42 9152(d) 2A2.4
42 9603(b) 2Q1.2
42 9603(c) 2Q1.2
42 9603(d) 2Q1.2
42 14133 2X5.2
42 14905 2B1.1
42 16962 2H3.1
42 16984 2H3.1
43 1350 2Q1.2
43 1733(a)(43 C.F.R.4140.1(b)(1)(i)) 2B2.3
43 1816(a) 2Q1.2
43 1822(b) 2Q1.2
45 359(a) 2B1.1
46 1276 2B1.1
46 3718(b) 2Q1.2
46 1707a(f)(2) 2B1.1
46 1903(a) 2D1.1
46 1903(g) 2D1.1
46 1903(j) 2D1.1
47 223(a)(1)(C) 2A6.1
47 223(a)(1)(D) 2A6.1
47 223(a)(1)(E) 2A6.1
47 223(b)(1)(A) 2G3.2
47 409(m) 2J1.1,2J1.5
47 553(b)(2) 2B5.3
47 605 2B5.3,2H3.1
49 121 2B1.1 (for offenses committed prior to July 5,1994)
49 1809(b) 2Q1.2 (for offenses committed prior to July 5,1994)
49 5124 2Q1.2
49 11902 2B4.1
49 11903 2B1.1
49 11904 2B1.1 (2B4.1 for offenses committed prior to January 1,1996)
49 11907(a) 2B4.1 (for offenses committed prior to January 1,1996)
49 11907(b) 2B4.1 (for offenses committed prior to January 1,1996)
49 14103(b) 2B1.1
49 14905(b) 2B1.1
49 14909 2J1.1,2J1.5
49 14912 2B1.1
49 14915 2B1.1
49 16102 2B1.1
49 16104 2J1.1,2J1.5
49 30170 2B1.1
49 31310 2X5.2
49 32703 2N3.1
49 32704 2N3.1
49 32705 2N3.1
49 32709(b) 2N3.1
49 46308 2A5.2
49 46312 2Q1.2
49 46317(a) 2B1.1
49 46317(b) 2D1.1
49 46502(a),(b) 2A5.1,2X1.1
49 46503 2A5.2
49 46504 2A5.2
49 46505 2K1.5
49 46506 2A5.3
49 46507 2A6.1
49 60123(b) 2B1.1,2K1.4,2M2.1,2M2.3
49 60123(d) 2B1.1
49 80116 2B1.1
49 80501 2B1.1
49 1687(g) 2B1.1 (for offenses committed prior to July 5,1994)
50 783 2M3.3
50 1705 2M5.1,2M5.2,2M5.3
50 3121 2M3.9
50 462 2M4.1
50 527(e) 2X5.2
50 2410 2M5.1
52 10307(c) 2H2.1
52 10307(d) 2H2.1
52 10307(e) 2H2.1
52 10308(a) 2H2.1
52 10308(b) 2H2.1
52 10308(c) 2X1.1
52 10501 2H2.1
52 10502 2H2.1
52 10503 2H2.1
52 10505 2H2.1
52 10701 2H2.1
52 20511 2H2.1
52 30109(d) 2C1.8
52 30114 2C1.8
52 30116 2C1.8
52 30117 2C1.8
52 30118 2C1.8
52 30119 2C1.8
52 30120 2C1.8
52 30121 2C1.8
52 30122 2C1.8
52 30123 2C1.8
52 30124(a) 2C1.8
52 30125 2C1.8
52 30126 2C1.8

Historical  Note

Effective November 1, 1987. Amended effective January 15, 1988 (amendments 60 and 61); June 15, 1988 (amend-
ments 62 and 63); October 15, 1988 (amendments 64 and 65); November 1, 1989 (amendments 297–301); November 1,
1990 (amendment 359); November 1, 1991 (amendment 421); November 1, 1992 (amendment 468); November 1, 1993
(amendment 496); November 1, 1995 (amendment 534); November 1, 1996 (amendment 540); November 1, 1997
(amendment 575); November 1, 1998 (amendment 589); November 1, 2000 (amendment 592); May 1, 2001 (amend-
ment 612); November 1, 2001 (amendments 617, 622, 626, 627, 628, 633, and 634); November 1, 2002 (amend-
ments 637, 638, 639, and 646); January 25, 2003 (amendments 647 and 648); November 1, 2003 (amendments 653,
654, 655, 656, 658, and 661); November 1, 2004 (amendments 664, 665, 666, 667, 669, and 674); October 24, 2005
(amendments 675 and 676); November 1, 2005 (amendments 677, 679, and 680); November 1, 2006 (amendments 685,
686, 687, 689, and 690); May 1, 2007 (amendment 697); November 1, 2007 (amendments 699, 700, 701, 703, 704, 705,
707, 708, and 711); February 6, 2008 (amendment 714); November 1, 2008 (amendments 718, 720, 721, 724 and 725);
November 1, 2009 (amendments 727, 728, 729, 730, 731, 733, 736, and 737); November 1, 2010 (amendments 743,
745, and 746); November 1, 2011 (amendments 749, 753, and 757); November 1, 2012 (amendments 765 and 769);
November 1, 2013 (amendments 772, 773, and 777); November 1, 2014 (amendment 781); November 1, 2015 (amend-
ment 796); November 1, 2016 (amendments 800 and 804).
